"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
1.8,-0.4,0,0.69101,-0.00018508,0,1.4149
1.9,-0.4,0,0.69111,-0.00011894,0,1.3978
2,-0.4,0,0.69119,-7.1841e-05,0,1.3805
2.1,-0.4,0,0.69123,-4.1142e-05,0,1.3633
2.2,-0.4,0,0.69127,-2.2414e-05,0,1.3461
2.3,-0.4,0,0.69128,-1.1595e-05,0,1.3288
2.4,-0.4,0,0.69129,-5.6487e-06,0,1.3116
2.5,-0.4,0,0.6913,-2.5429e-06,0,1.2943
2.6,-0.4,0,0.6913,-1.0109e-06,0,1.2771
2.7,-0.4,0,0.6913,-3.0744e-07,0,1.2598
2.8,-0.4,0,0.6913,-1.8998e-08,0,1.2425
2.9,-0.4,0,0.69131,7.531e-08,0,1.2253
3,-0.4,0,0.69131,8.9625e-08,0,1.208
3.1,-0.4,0,0.69131,7.611e-08,0,1.1908
3.2,-0.4,0,0.69131,5.6772e-08,0,1.1735
3.3,-0.4,0,0.69131,3.9918e-08,0,1.1562
3.4,-0.4,0,0.69131,2.7386e-08,0,1.139
3.5,-0.4,0,0.69131,1.8772e-08,0,1.1217
3.6,-0.4,0,0.69131,1.3171e-08,0,1.1045
3.7,-0.4,0,0.69131,9.6556e-09,0,1.0872
3.8,-0.4,0,0.69131,7.473e-09,0,1.07
3.9,-0.4,0,0.69131,6.0948e-09,0,1.0527
4,-0.4,0,0.69131,5.1869e-09,0,1.0354
4.1,-0.4,0,0.6913,4.544e-09,0,1.0182
4.2,-0.4,0,0.6913,4.0383e-09,0,1.0009
4.3,-0.4,0,0.6913,3.6017e-09,0,0.98367
4.4,-0.4,0,0.6913,3.2077e-09,0,0.96641
4.5,-0.4,0,0.6913,2.8444e-09,0,0.94915
4.6,-0.4,0,0.6913,2.5014e-09,0,0.93189
4.7,-0.4,0,0.6913,2.1763e-09,0,0.91464
4.8,-0.4,0,0.6913,1.8774e-09,0,0.89738
4.9,-0.4,0,0.6913,1.6087e-09,0,0.88012
5,-0.4,0,0.6913,1.3657e-09,0,0.86286
5.1,-0.4,0,0.6913,1.1463e-09,0,0.8456
5.2,-0.4,0,0.6913,9.5548e-10,0,0.82835
5.3,-0.4,0,0.6913,7.945e-10,0,0.81109
5.4,-0.4,0,0.6913,6.5489e-10,0,0.79383
5.5,-0.4,0,0.6913,5.3314e-10,0,0.77657
5.6,-0.4,0,0.6913,4.3404e-10,0,0.75931
5.7,-0.4,0,0.6913,3.5741e-10,0,0.74206
5.8,-0.4,0,0.6913,2.9537e-10,0,0.7248
5.9,-0.4,0,0.6913,2.4382e-10,0,0.70754
6,-0.4,0,0.6913,2.0704e-10,0,0.69028
6.1,-0.4,0,0.6913,1.8621e-10,0,0.67303
6.2,-0.4,0,0.6913,1.7427e-10,0,0.65577
6.3,-0.4,0,0.6913,1.6698e-10,0,0.63851
6.4,-0.4,0,0.6913,1.7054e-10,0,0.62125
6.5,-0.4,0,0.6913,1.8823e-10,0,0.60399
6.6,-0.4,0,0.6913,2.1443e-10,0,0.58674
6.7,-0.4,0,0.6913,2.4409e-10,0,0.56948
6.8,-0.4,0,0.6913,2.9079e-10,0,0.55222
6.9,-0.4,0,0.6913,3.3539e-10,0,0.53496
7,-0.4,0,0.6913,4.1895e-10,0,0.51771
7.1,-0.4,0,0.6913,4.0961e-10,0,0.50045
7.2,-0.4,0,0.6913,6.0761e-10,0,0.48319
7.3,-0.4,0,0.6913,3.0467e-10,0,0.46593
7.4,-0.4,0,0.6913,1.133e-09,0,0.44867
7.5,-0.4,0,0.6913,-5.9101e-10,0,0.43142
7.6,-0.4,0,0.6913,3.3097e-09,0,0.41416
7.7,-0.4,0,0.6913,-4.8541e-09,0,0.3969
7.8,-0.4,0,0.6913,1.2507e-08,0,0.37964
7.9,-0.4,0,0.69131,-2.2035e-08,0,0.36238
8,-0.4,0,0.6913,4.6926e-08,0,0.34513
8.1,-0.4,0,0.69131,-8.2046e-08,0,0.32787
8.2,-0.4,0,0.6913,1.5672e-07,0,0.31061
8.3,-0.4,0,0.69131,-2.5353e-07,0,0.29335
8.4,-0.4,0,0.6913,4.3607e-07,0,0.2761
8.5,-0.4,0,0.69131,-6.0951e-07,0,0.25884
8.6,-0.4,0,0.6913,9.0091e-07,0,0.24158
8.7,-0.4,0,0.69131,-9.2483e-07,0,0.22432
8.8,-0.4,0,0.69129,9.3542e-07,0,0.20706
8.9,-0.4,0,0.69132,1.598e-07,0,0.18981
9,-0.4,0,0.69128,-1.4067e-06,0,0.17255
9.1,-0.4,0,0.69133,5.0974e-06,0,0.15529
9.2,-0.4,0,0.69127,-6.6902e-06,0,0.13804
9.3,-0.4,0,0.69133,1.1224e-05,0,0.12077
9.4,-0.4,0,0.69128,-3.2056e-06,0,0.10352
9.5,-0.4,0,0.69129,-3.4513e-07,0,0.086266
9.6,-0.4,0,0.6913,2.0844e-05,0,0.069004
9.7,-0.4,0,0.69123,-2.8915e-05,0,0.051761
9.8,-0.4,0,0.69129,-9.4112e-06,0,0.034509
9.9,-0.4,0,0.69123,-2.9452e-05,0,0.017249
10,-0.4,0,0.69137,-9.3504e-05,0,0
0,-0.3,0,1,0,0,1.889
0.1,-0.3,0,1.0171,0.06103,0,1.8688
0.2,-0.3,0,1.0471,0.087736,0,1.8242
0.3,-0.3,0,1.0701,0.092283,0,1.7764
0.4,-0.3,0,1.0839,0.087235,0,1.732
0.5,-0.3,0,1.0902,0.078549,0,1.692
0.6,-0.3,0,1.0896,0.067052,0,1.6569
0.7,-0.3,0,1.0846,0.053004,0,1.6263
0.8,-0.3,0,1.0785,0.038555,0,1.5993
0.9,-0.3,0,1.0728,0.026143,0,1.5755
1,-0.3,0,1.0675,0.016683,0,1.5544
1.1,-0.3,0,1.0628,0.0099177,0,1.5354
1.2,-0.3,0,1.0593,0.0053506,0,1.5176
1.3,-0.3,0,1.057,0.0025216,0,1.5003
1.4,-0.3,0,1.0556,0.00094897,0,1.4832
1.5,-0.3,0,1.0548,0.00017633,0,1.4662
1.6,-0.3,0,1.0544,-0.00014277,0,1.4491
1.7,-0.3,0,1.0541,-0.00023215,0,1.4321
1.8,-0.3,0,1.0541,-0.00021909,0,1.4149
1.9,-0.3,0,1.0541,-0.00017087,0,1.3978
2,-0.3,0,1.0541,-0.00011959,0,1.3805
2.1,-0.3,0,1.0541,-7.7692e-05,0,1.3633
2.2,-0.3,0,1.0541,-4.7641e-05,0,1.3461
2.3,-0.3,0,1.0541,-2.7804e-05,0,1.3288
2.4,-0.3,0,1.0541,-1.5498e-05,0,1.3116
2.5,-0.3,0,1.0541,-8.2502e-06,0,1.2943
2.6,-0.3,0,1.0541,-4.1776e-06,0,1.277
2.7,-0.3,0,1.0541,-1.9916e-06,0,1.2598
2.8,-0.3,0,1.0541,-8.7372e-07,0,1.2425
2.9,-0.3,0,1.0541,-3.3343e-07,0,1.2253
3,-0.3,0,1.0541,-9.0221e-08,0,1.208
3.1,-0.3,0,1.0541,7.5071e-09,0,1.1908
3.2,-0.3,0,1.0541,3.8414e-08,0,1.1735
3.3,-0.3,0,1.0541,4.2209e-08,0,1.1562
3.4,-0.3,0,1.0541,3.6883e-08,0,1.139
3.5,-0.3,0,1.0541,2.9847e-08,0,1.1217
3.6,-0.3,0,1.0541,2.3733e-08,0,1.1045
3.7,-0.3,0,1.0541,1.9127e-08,0,1.0872
3.8,-0.3,0,1.0541,1.5853e-08,0,1.07
3.9,-0.3,0,1.0541,1.3552e-08,0,1.0527
4,-0.3,0,1.0541,1.1893e-08,0,1.0354
4.1,-0.3,0,1.0541,1.0627e-08,0,1.0182
4.2,-0.3,0,1.0541,9.5822e-09,0,1.0009
4.3,-0.3,0,1.0541,8.6594e-09,0,0.98367
4.4,-0.3,0,1.0541,7.8092e-09,0,0.96641
4.5,-0.3,0,1.0541,7.0067e-09,0,0.94915
4.6,-0.3,0,1.0541,6.2392e-09,0,0.93189
4.7,-0.3,0,1.0541,5.5073e-09,0,0.91464
4.8,-0.3,0,1.0541,4.8211e-09,0,0.89738
4.9,-0.3,0,1.0541,4.1854e-09,0,0.88012
5,-0.3,0,1.0541,3.6005e-09,0,0.86286
5.1,-0.3,0,1.0541,3.0702e-09,0,0.8456
5.2,-0.3,0,1.0541,2.5998e-09,0,0.82835
5.3,-0.3,0,1.0541,2.1876e-09,0,0.81109
5.4,-0.3,0,1.0541,1.8264e-09,0,0.79383
5.5,-0.3,0,1.0541,1.5144e-09,0,0.77657
5.6,-0.3,0,1.0541,1.2525e-09,0,0.75931
5.7,-0.3,0,1.0541,1.0356e-09,0,0.74206
5.8,-0.3,0,1.0541,8.5567e-10,0,0.7248
5.9,-0.3,0,1.0541,7.0949e-10,0,0.70754
6,-0.3,0,1.0541,5.9864e-10,0,0.69028
6.1,-0.3,0,1.0541,5.1982e-10,0,0.67303
6.2,-0.3,0,1.0541,4.6642e-10,0,0.65577
6.3,-0.3,0,1.0541,4.3666e-10,0,0.63851
6.4,-0.3,0,1.0541,4.34e-10,0,0.62125
6.5,-0.3,0,1.0541,4.5621e-10,0,0.60399
6.6,-0.3,0,1.0541,5e-10,0,0.58674
6.7,-0.3,0,1.0541,5.5986e-10,0,0.56948
6.8,-0.3,0,1.0541,6.5741e-10,0,0.55222
6.9,-0.3,0,1.0541,7.5175e-10,0,0.53496
7,-0.3,0,1.0541,9.3411e-10,0,0.51771
7.1,-0.3,0,1.0541,9.5375e-10,0,0.50045
7.2,-0.3,0,1.0541,1.3862e-09,0,0.48319
7.3,-0.3,0,1.0541,8.7094e-10,0,0.46593
7.4,-0.3,0,1.0541,2.4942e-09,0,0.44867
7.5,-0.3,0,1.0541,-6.6268e-10,0,0.43142
7.6,-0.3,0,1.0541,6.5519e-09,0,0.41416
7.7,-0.3,0,1.0541,-8.2163e-09,0,0.3969
7.8,-0.3,0,1.0541,2.2582e-08,0,0.37964
7.9,-0.3,0,1.0541,-3.7794e-08,0,0.36238
8,-0.3,0,1.0541,7.9834e-08,0,0.34513
8.1,-0.3,0,1.0541,-1.3535e-07,0,0.32787
8.2,-0.3,0,1.0541,2.5144e-07,0,0.31061
8.3,-0.3,0,1.0541,-3.9208e-07,0,0.29335
8.4,-0.3,0,1.0541,6.4486e-07,0,0.2761
8.5,-0.3,0,1.0541,-8.4512e-07,0,0.25884
8.6,-0.3,0,1.0541,1.153e-06,0,0.24158
8.7,-0.3,0,1.0541,-9.5738e-07,0,0.22432
8.8,-0.3,0,1.0541,6.4967e-07,0,0.20706
8.9,-0.3,0,1.0542,1.3435e-06,0,0.18981
9,-0.3,0,1.0541,-3.3144e-06,0,0.17255
9.1,-0.3,0,1.0542,8.1155e-06,0,0.15529
9.2,-0.3,0,1.0541,-8.8168e-06,0,0.13804
9.3,-0.3,0,1.0541,1.0703e-05,0,0.12077
9.4,-0.3,0,1.0541,1.7508e-06,0,0.10352
9.5,-0.3,0,1.0541,-1.284e-05,0,0.086266
9.6,-0.3,0,1.0542,2.5027e-05,0,0.069003
9.7,-0.3,0,1.054,-3.2004e-05,0,0.05177
9.8,-0.3,0,1.0541,-3.1519e-05,0,0.034506
9.9,-0.3,0,1.0541,-2.5496e-05,0,0.017238
10,-0.3,0,1.0541,-7.6986e-05,0,0
0,-0.2,0,1,0,0,1.8441
0.1,-0.2,0,1.0123,0.032873,0,1.8338
0.2,-0.2,0,1.0389,0.052698,0,1.8077
0.3,-0.2,0,1.0703,0.059949,0,1.773
0.4,-0.2,0,1.1023,0.060009,0,1.7347
0.5,-0.2,0,1.1312,0.056821,0,1.6974
0.6,-0.2,0,1.1526,0.051134,0,1.6639
0.7,-0.2,0,1.1672,0.042943,0,1.6342
0.8,-0.2,0,1.1778,0.033499,0,1.6068
0.9,-0.2,0,1.1854,0.024558,0,1.5814
1,-0.2,0,1.1898,0.017082,0,1.5587
1.1,-0.2,0,1.1915,0.011227,0,1.5385
1.2,-0.2,0,1.1919,0.0068886,0,1.5197
1.3,-0.2,0,1.1917,0.0039018,0,1.5016
1.4,-0.2,0,1.1914,0.0020115,0,1.484
1.5,-0.2,0,1.1911,0.00091105,0,1.4666
1.6,-0.2,0,1.1908,0.00032184,0,1.4494
1.7,-0.2,0,1.1905,4.0671e-05,0,1.4322
1.8,-0.2,0,1.1904,-6.9154e-05,0,1.415
1.9,-0.2,0,1.1903,-9.4972e-05,0,1.3978
2,-0.2,0,1.1902,-8.5169e-05,0,1.3805
2.1,-0.2,0,1.1902,-6.4613e-05,0,1.3633
2.2,-0.2,0,1.1902,-4.4446e-05,0,1.3461
2.3,-0.2,0,1.1902,-2.8528e-05,0,1.3288
2.4,-0.2,0,1.1902,-1.7328e-05,0,1.3116
2.5,-0.2,0,1.1902,-1.0033e-05,0,1.2943
2.6,-0.2,0,1.1902,-5.5549e-06,0,1.277
2.7,-0.2,0,1.1902,-2.9395e-06,0,1.2598
2.8,-0.2,0,1.1902,-1.4789e-06,0,1.2425
2.9,-0.2,0,1.1902,-6.9791e-07,0,1.2253
3,-0.2,0,1.1902,-2.9951e-07,0,1.208
3.1,-0.2,0,1.1902,-1.0693e-07,0,1.1908
3.2,-0.2,0,1.1902,-2.0279e-08,0,1.1735
3.3,-0.2,0,1.1902,1.449e-08,0,1.1562
3.4,-0.2,0,1.1902,2.5727e-08,0,1.139
3.5,-0.2,0,1.1902,2.7336e-08,0,1.1217
3.6,-0.2,0,1.1902,2.554e-08,0,1.1045
3.7,-0.2,0,1.1902,2.2934e-08,0,1.0872
3.8,-0.2,0,1.1902,2.0463e-08,0,1.07
3.9,-0.2,0,1.1902,1.837e-08,0,1.0527
4,-0.2,0,1.1902,1.663e-08,0,1.0354
4.1,-0.2,0,1.1902,1.5149e-08,0,1.0182
4.2,-0.2,0,1.1902,1.3835e-08,0,1.0009
4.3,-0.2,0,1.1902,1.2623e-08,0,0.98367
4.4,-0.2,0,1.1902,1.1476e-08,0,0.96641
4.5,-0.2,0,1.1902,1.0375e-08,0,0.94915
4.6,-0.2,0,1.1902,9.3138e-09,0,0.93189
4.7,-0.2,0,1.1902,8.2955e-09,0,0.91464
4.8,-0.2,0,1.1902,7.3279e-09,0,0.89738
4.9,-0.2,0,1.1902,6.4194e-09,0,0.88012
5,-0.2,0,1.1902,5.5758e-09,0,0.86286
5.1,-0.2,0,1.1902,4.8026e-09,0,0.8456
5.2,-0.2,0,1.1902,4.1054e-09,0,0.82835
5.3,-0.2,0,1.1902,3.4841e-09,0,0.81109
5.4,-0.2,0,1.1902,2.9372e-09,0,0.79383
5.5,-0.2,0,1.1902,2.4619e-09,0,0.77657
5.6,-0.2,0,1.1902,2.0545e-09,0,0.75931
5.7,-0.2,0,1.1902,1.7103e-09,0,0.74206
5.8,-0.2,0,1.1902,1.4238e-09,0,0.7248
5.9,-0.2,0,1.1902,1.1894e-09,0,0.70754
6,-0.2,0,1.1902,1.0046e-09,0,0.69028
6.1,-0.2,0,1.1902,8.6587e-10,0,0.67303
6.2,-0.2,0,1.1902,7.6855e-10,0,0.65577
6.3,-0.2,0,1.1902,7.1101e-10,0,0.63851
6.4,-0.2,0,1.1902,6.9406e-10,0,0.62125
6.5,-0.2,0,1.1902,7.1409e-10,0,0.60399
6.6,-0.2,0,1.1902,7.7059e-10,0,0.58674
6.7,-0.2,0,1.1902,8.5721e-10,0,0.56948
6.8,-0.2,0,1.1902,9.9329e-10,0,0.55222
6.9,-0.2,0,1.1902,1.1361e-09,0,0.53496
7,-0.2,0,1.1902,1.3841e-09,0,0.51771
7.1,-0.2,0,1.1902,1.4797e-09,0,0.50045
7.2,-0.2,0,1.1902,2.0006e-09,0,0.48319
7.3,-0.2,0,1.1902,1.5806e-09,0,0.46593
7.4,-0.2,0,1.1902,3.2714e-09,0,0.44867
7.5,-0.2,0,1.1902,2.9964e-10,0,0.43142
7.6,-0.2,0,1.1902,7.2592e-09,0,0.41416
7.7,-0.2,0,1.1902,-6.5176e-09,0,0.3969
7.8,-0.2,0,1.1902,2.1815e-08,0,0.37964
7.9,-0.2,0,1.1902,-3.2421e-08,0,0.36238
8,-0.2,0,1.1902,7.0851e-08,0,0.34513
8.1,-0.2,0,1.1902,-1.1249e-07,0,0.32787
8.2,-0.2,0,1.1902,2.0722e-07,0,0.31061
8.3,-0.2,0,1.1902,-3.0222e-07,0,0.29335
8.4,-0.2,0,1.1902,4.8214e-07,0,0.2761
8.5,-0.2,0,1.1902,-5.6408e-07,0,0.25884
8.6,-0.2,0,1.1902,7.173e-07,0,0.24158
8.7,-0.2,0,1.1902,-3.5709e-07,0,0.22432
8.8,-0.2,0,1.1901,-6.6728e-10,0,0.20706
8.9,-0.2,0,1.1902,1.7497e-06,0,0.18981
9,-0.2,0,1.1901,-2.8814e-06,0,0.17255
9.1,-0.2,0,1.1902,5.8966e-06,0,0.15529
9.2,-0.2,0,1.1901,-4.6537e-06,0,0.13804
9.3,-0.2,0,1.1902,3.9319e-06,0,0.12077
9.4,-0.2,0,1.1902,4.483e-06,0,0.10352
9.5,-0.2,0,1.1901,-1.3717e-05,0,0.086269
9.6,-0.2,0,1.1903,9.8938e-06,0,0.069005
9.7,-0.2,0,1.19,-2.0879e-05,0,0.051778
9.8,-0.2,0,1.1902,-3.4568e-05,0,0.034505
9.9,-0.2,0,1.1901,-3.1987e-05,0,0.017229
10,-0.2,0,1.1901,-6.0324e-05,0,0
0,-0.1,0,1,0,0,1.8231
0.1,-0.1,0,1.0082,0.013744,0,1.8165
0.2,-0.1,0,1.0279,0.023345,0,1.798
0.3,-0.1,0,1.055,0.027865,0,1.77
0.4,-0.1,0,1.0878,0.028859,0,1.7357
0.5,-0.1,0,1.1212,0.028086,0,1.7003
0.6,-0.1,0,1.149,0.02603,0,1.6679
0.7,-0.1,0,1.1709,0.022639,0,1.6388
0.8,-0.1,0,1.1891,0.018368,0,1.6113
0.9,-0.1,0,1.2041,0.014028,0,1.5853
1,-0.1,0,1.2148,0.010176,0,1.5617
1.1,-0.1,0,1.2214,0.0070004,0,1.5407
1.2,-0.1,0,1.2253,0.004532,0,1.5212
1.3,-0.1,0,1.2276,0.0027452,0,1.5027
1.4,-0.1,0,1.2289,0.0015498,0,1.4847
1.5,-0.1,0,1.2295,0.00080557,0,1.467
1.6,-0.1,0,1.2297,0.00037166,0,1.4496
1.7,-0.1,0,1.2297,0.00013836,0,1.4323
1.8,-0.1,0,1.2297,2.6552e-05,0,1.415
1.9,-0.1,0,1.2296,-1.8404e-05,0,1.3978
2,-0.1,0,1.2296,-3.0576e-05,0,1.3805
2.1,-0.1,0,1.2295,-2.8655e-05,0,1.3633
2.2,-0.1,0,1.2295,-2.215e-05,0,1.3461
2.3,-0.1,0,1.2295,-1.5388e-05,0,1.3288
2.4,-0.1,0,1.2295,-9.9349e-06,0,1.3116
2.5,-0.1,0,1.2295,-6.0577e-06,0,1.2943
2.6,-0.1,0,1.2295,-3.5167e-06,0,1.277
2.7,-0.1,0,1.2295,-1.9498e-06,0,1.2598
2.8,-0.1,0,1.2295,-1.031e-06,0,1.2425
2.9,-0.1,0,1.2295,-5.1576e-07,0,1.2253
3,-0.1,0,1.2295,-2.3926e-07,0,1.208
3.1,-0.1,0,1.2295,-9.7171e-08,0,1.1908
3.2,-0.1,0,1.2295,-2.7531e-08,0,1.1735
3.3,-0.1,0,1.2295,4.252e-09,0,1.1562
3.4,-0.1,0,1.2295,1.7321e-08,0,1.139
3.5,-0.1,0,1.2295,2.1735e-08,0,1.1217
3.6,-0.1,0,1.2295,2.2378e-08,0,1.1045
3.7,-0.1,0,1.2295,2.1526e-08,0,1.0872
3.8,-0.1,0,1.2295,2.0184e-08,0,1.07
3.9,-0.1,0,1.2295,1.8745e-08,0,1.0527
4,-0.1,0,1.2295,1.7347e-08,0,1.0354
4.1,-0.1,0,1.2295,1.6025e-08,0,1.0182
4.2,-0.1,0,1.2295,1.477e-08,0,1.0009
4.3,-0.1,0,1.2295,1.3565e-08,0,0.98367
4.4,-0.1,0,1.2295,1.2397e-08,0,0.96641
4.5,-0.1,0,1.2295,1.1268e-08,0,0.94915
4.6,-0.1,0,1.2295,1.0178e-08,0,0.93189
4.7,-0.1,0,1.2295,9.125e-09,0,0.91464
4.8,-0.1,0,1.2295,8.1145e-09,0,0.89738
4.9,-0.1,0,1.2295,7.1614e-09,0,0.88012
5,-0.1,0,1.2295,6.2721e-09,0,0.86286
5.1,-0.1,0,1.2295,5.4454e-09,0,0.8456
5.2,-0.1,0,1.2295,4.6869e-09,0,0.82835
5.3,-0.1,0,1.2295,4.0069e-09,0,0.81109
5.4,-0.1,0,1.2295,3.4067e-09,0,0.79383
5.5,-0.1,0,1.2295,2.8775e-09,0,0.77657
5.6,-0.1,0,1.2295,2.4159e-09,0,0.75931
5.7,-0.1,0,1.2295,2.0252e-09,0,0.74206
5.8,-0.1,0,1.2295,1.7013e-09,0,0.7248
5.9,-0.1,0,1.2295,1.432e-09,0,0.70754
6,-0.1,0,1.2295,1.2138e-09,0,0.69028
6.1,-0.1,0,1.2295,1.0496e-09,0,0.67303
6.2,-0.1,0,1.2295,9.3542e-10,0,0.65577
6.3,-0.1,0,1.2295,8.6279e-10,0,0.63851
6.4,-0.1,0,1.2295,8.3319e-10,0,0.62125
6.5,-0.1,0,1.2295,8.5162e-10,0,0.60399
6.6,-0.1,0,1.2295,9.1869e-10,0,0.58674
6.7,-0.1,0,1.2295,1.0236e-09,0,0.56948
6.8,-0.1,0,1.2295,1.177e-09,0,0.55222
6.9,-0.1,0,1.2295,1.3566e-09,0,0.53496
7,-0.1,0,1.2295,1.6192e-09,0,0.51771
7.1,-0.1,0,1.2295,1.8061e-09,0,0.50045
7.2,-0.1,0,1.2295,2.2376e-09,0,0.48319
7.3,-0.1,0,1.2295,2.1481e-09,0,0.46593
7.4,-0.1,0,1.2295,3.2317e-09,0,0.44867
7.5,-0.1,0,1.2295,1.7292e-09,0,0.43142
7.6,-0.1,0,1.2295,5.6239e-09,0,0.41416
7.7,-0.1,0,1.2295,-1.6764e-09,0,0.3969
7.8,-0.1,0,1.2295,1.3369e-08,0,0.37964
7.9,-0.1,0,1.2295,-1.4739e-08,0,0.36238
8,-0.1,0,1.2295,3.8048e-08,0,0.34513
8.1,-0.1,0,1.2295,-5.3258e-08,0,0.32787
8.2,-0.1,0,1.2295,1.0276e-07,0,0.31061
8.3,-0.1,0,1.2295,-1.3666e-07,0,0.29335
